Data;Cliente ID;Produto SKU;Qtde
08/08/2019;C0007;AS001;1076
09/08/2019;C0010;CS003;800
12/08/2019;C0008;AT001;711
13/08/2019;C0009;CS002;867
14/08/2019;C0011;AS002;993
15/08/2019;C0014;VS002;821
16/08/2019;C0016;AT002;942
19/08/2019;C0017;AS003;1090
20/08/2019;C0018;VS001;506
21/08/2019;C0021;AS004;727
22/08/2019;C0022;AS005;620
23/08/2019;C0023;VS003;581
26/08/2019;C0024;VS004;529
27/08/2019;C0025;VS005;1000
28/08/2019;C0028;CS001;598
29/08/2019;C0029;CT001;1004
30/08/2019;C0013;CL001;948
02/09/2019;C0006;CL002;568
03/09/2019;C0026;CT002;733
04/09/2019;C0020;CT003;815
05/09/2019;C0005;CS004;871
06/09/2019;C0012;AL001;608
09/09/2019;C0019;AL002;502
10/09/2019;C0030;AS001;695
11/09/2019;C0004;CS003;596
12/09/2019;C0027;AT001;723
13/09/2019;C0001;CS002;713
16/09/2019;C0002;AS002;990
17/09/2019;C0015;VS002;643
18/09/2019;C0003;AT002;888
19/09/2019;C0007;AS003;875
20/09/2019;C0010;VS001;844
23/09/2019;C0008;AS004;555
24/09/2019;C0009;AS005;876
25/09/2019;C0011;VS003;1018
26/09/2019;C0014;VS004;500
27/09/2019;C0016;VS005;801
30/09/2019;C0017;CS001;918
01/10/2019;C0018;CT001;893
02/10/2019;C0021;CL001;934
03/10/2019;C0022;CL002;905
04/10/2019;C0023;CT002;1033
07/10/2019;C0024;CT003;1029
08/10/2019;C0025;CS004;847
09/10/2019;C0028;AL001;858
10/10/2019;C0029;AL002;510
11/10/2019;C0013;AS001;704
14/10/2019;C0006;CS003;793
15/10/2019;C0026;AT001;940
16/10/2019;C0020;CS002;968
17/10/2019;C0005;AS002;608
18/10/2019;C0012;VS002;885
21/10/2019;C0019;AT002;615
22/10/2019;C0030;AS003;1042
23/10/2019;C0004;VS001;1013
24/10/2019;C0027;AS004;809
25/10/2019;C0001;AS005;705
28/10/2019;C0002;VS003;515
29/10/2019;C0015;VS004;782
30/10/2019;C0003;VS005;808
31/10/2019;C0007;CS001;932
01/11/2019;C0010;CT001;882
04/11/2019;C0008;CL001;853
05/11/2019;C0009;CL002;520
06/11/2019;C0011;CT002;1083
07/11/2019;C0014;CT003;542
08/11/2019;C0016;CS004;978
11/11/2019;C0017;AL001;862
12/11/2019;C0018;AL002;757
13/11/2019;C0021;AS001;994
14/11/2019;C0022;CS003;816
15/11/2019;C0023;AT001;515
18/11/2019;C0024;CS002;818
19/11/2019;C0025;AS002;1043
20/11/2019;C0028;VS002;697
21/11/2019;C0029;AT002;662
22/11/2019;C0013;AS003;540
25/11/2019;C0006;VS001;974
26/11/2019;C0026;AS004;1051
27/11/2019;C0020;AS005;531
28/11/2019;C0005;VS003;1032
29/11/2019;C0012;VS004;793
02/12/2019;C0019;VS005;858
03/12/2019;C0030;CS001;857
04/12/2019;C0004;CT001;1018
05/12/2019;C0027;CL001;544
06/12/2019;C0001;CL002;817
09/12/2019;C0002;CT002;597
10/12/2019;C0015;CT003;1020
11/12/2019;C0003;CS004;739
12/12/2019;C0007;AL001;1053
13/12/2019;C0010;AL002;915
16/12/2019;C0008;AS001;871
17/12/2019;C0009;CS003;994
18/12/2019;C0011;AT001;840
19/12/2019;C0014;CS002;981
20/12/2019;C0016;AS002;1069
23/12/2019;C0017;VS002;576
24/12/2019;C0018;AT002;1097
25/12/2019;C0021;AS003;857
26/12/2019;C0022;VS001;1019
27/12/2019;C0023;AS004;930
30/12/2019;C0024;AS005;677
31/12/2019;C0025;VS003;1032
01/01/2019;C0008;CT003;534
02/01/2019;C0009;CS004;786
03/01/2019;C0011;AL001;1044
04/01/2019;C0014;AL002;887
07/01/2019;C0016;AS001;510
08/01/2019;C0017;CS003;828
09/01/2019;C0018;AT001;768
10/01/2019;C0021;CS002;638
11/01/2019;C0022;AS002;1089
14/01/2019;C0023;VS002;721
15/01/2019;C0024;AT002;698
16/01/2019;C0025;AS003;802
17/01/2019;C0028;VS001;668
18/01/2019;C0029;AS004;693
21/01/2019;C0013;AS005;759
22/01/2019;C0006;VS003;989
23/01/2019;C0026;VS004;912
24/01/2019;C0020;VS005;685
25/01/2019;C0005;CS001;842
28/01/2019;C0012;CT001;578
29/01/2019;C0019;CL001;915
30/01/2019;C0030;CL002;748
31/01/2019;C0004;CT002;878
01/02/2019;C0027;CT003;706
04/02/2019;C0001;CS004;1047
05/02/2019;C0002;AL001;946
06/02/2019;C0015;AL002;970
07/02/2019;C0003;AS001;781
08/02/2019;C0007;CS003;903
11/02/2019;C0010;AT001;1076
12/02/2019;C0008;CS002;972
13/02/2019;C0009;AS002;865
14/02/2019;C0011;VS002;1064
15/02/2019;C0014;AT002;1069
18/02/2019;C0016;AS003;772
19/02/2019;C0017;VS001;830
20/02/2019;C0018;AS004;744
21/02/2019;C0021;AS005;813
22/02/2019;C0022;VS003;1064
25/02/2019;C0023;VS004;903
26/02/2019;C0024;VS005;851
27/02/2019;C0025;CS001;1002
28/02/2019;C0028;CT001;655
01/03/2019;C0029;CL001;770
04/03/2019;C0013;CL002;563
05/03/2019;C0006;CT002;598
06/03/2019;C0026;CT003;726
07/03/2019;C0020;CS004;538
08/03/2019;C0005;AL001;703
11/03/2019;C0012;AL002;732
12/03/2019;C0019;AS001;732
13/03/2019;C0030;CS003;866
14/03/2019;C0004;AT001;575
15/03/2019;C0027;CS002;988
18/03/2019;C0001;AS002;684
19/03/2019;C0002;VS002;790
20/03/2019;C0015;AT002;760
21/03/2019;C0003;AS003;589
22/03/2019;C0007;VS001;685
25/03/2019;C0010;AS004;554
26/03/2019;C0008;AS005;580
27/03/2019;C0009;VS003;644
28/03/2019;C0011;VS004;622
29/03/2019;C0014;VS005;803
01/04/2019;C0016;CS001;716
02/04/2019;C0017;CT001;731
03/04/2019;C0018;CL001;617
04/04/2019;C0021;CL002;681
05/04/2019;C0022;CT002;1064
08/04/2019;C0023;CT003;842
09/04/2019;C0024;CS004;784
10/04/2019;C0025;AL001;970
11/04/2019;C0028;AL002;550
12/04/2019;C0029;AS001;566
15/04/2019;C0013;CS003;822
16/04/2019;C0006;AT001;979
17/04/2019;C0026;CS002;941
18/04/2019;C0020;AS002;842
19/04/2019;C0005;VS002;1087
22/04/2019;C0012;AT002;771
23/04/2019;C0019;AS003;815
24/04/2019;C0030;VS001;818
25/04/2019;C0004;AS004;600
26/04/2019;C0027;AS005;1051
29/04/2019;C0001;VS003;989
30/04/2019;C0002;VS004;896
01/05/2019;C0015;VS005;613
02/05/2019;C0003;CS001;518
03/05/2019;C0007;CT001;516
06/05/2019;C0010;CL001;1009
07/05/2019;C0008;CL002;712
08/05/2019;C0009;CT002;703
09/05/2019;C0011;CT003;621
10/05/2019;C0014;CS004;814
13/05/2019;C0016;AL001;746
14/05/2019;C0017;AL002;1070
15/05/2019;C0018;AS001;738
16/05/2019;C0021;CS003;649
17/05/2019;C0022;AT001;982
20/05/2019;C0023;CS002;844
21/05/2019;C0024;AS002;706
22/05/2019;C0025;VS002;900
23/05/2019;C0028;AT002;806
24/05/2019;C0029;AS003;795
27/05/2019;C0013;VS001;645
28/05/2019;C0006;AS004;699
29/05/2019;C0026;AS005;1066
30/05/2019;C0020;VS003;995
31/05/2019;C0005;VS004;655
03/06/2019;C0012;VS005;693
04/06/2019;C0019;CS001;721
05/06/2019;C0030;CT001;1035
06/06/2019;C0004;CL001;861
07/06/2019;C0027;CL002;699
10/06/2019;C0001;CT002;539
11/06/2019;C0002;CT003;812
12/06/2019;C0015;CS004;940
13/06/2019;C0003;AL001;1013
14/06/2019;C0007;AL002;933
17/06/2019;C0010;AS001;767
18/06/2019;C0008;CS003;668
19/06/2019;C0009;AT001;1042
20/06/2019;C0011;CS002;1046
21/06/2019;C0014;AS002;762
24/06/2019;C0016;VS002;685
25/06/2019;C0017;AT002;935
26/06/2019;C0018;AS003;995
27/06/2019;C0021;VS001;1035
28/06/2019;C0022;AS004;974
01/07/2019;C0023;AS005;966
02/07/2019;C0024;VS003;920
03/07/2019;C0025;VS004;556
04/07/2019;C0028;VS005;918
05/07/2019;C0029;CS001;583
08/07/2019;C0013;CT001;1080
09/07/2019;C0006;CL001;659
10/07/2019;C0026;CL002;1033
11/07/2019;C0020;CT002;514
12/07/2019;C0005;CT003;993
15/07/2019;C0012;CS004;685
16/07/2019;C0019;AL001;601
17/07/2019;C0030;AL002;1010
18/07/2019;C0004;AS001;738
19/07/2019;C0027;CS003;554
22/07/2019;C0001;AT001;989
23/07/2019;C0002;CS002;1096
24/07/2019;C0015;AS002;1010
25/07/2019;C0003;VS002;665
26/07/2019;C0007;AT002;1006
29/07/2019;C0010;AS003;780
30/07/2019;C0008;VS001;698
31/07/2019;C0009;AS004;715
01/08/2019;C0011;AS005;514
02/08/2019;C0014;VS003;510
05/08/2019;C0016;VS004;794
06/08/2019;C0017;VS005;777
07/08/2019;C0018;CS001;858
08/08/2019;C0021;CT001;700
09/08/2019;C0022;CL001;519
12/08/2019;C0023;CL002;910
13/08/2019;C0024;CT002;827
14/08/2019;C0025;CT003;661
15/08/2019;C0028;CS004;637
16/08/2019;C0029;AL001;733
19/08/2019;C0013;AL002;608
20/08/2019;C0006;AS001;762
21/08/2019;C0026;CS003;774
22/08/2019;C0020;AT001;1058
23/08/2019;C0005;CS002;1070
26/08/2019;C0012;AS002;1072
27/08/2019;C0019;VS002;815
28/08/2019;C0030;AT002;665
29/08/2019;C0004;AS003;671
30/08/2019;C0027;VS001;663
02/09/2019;C0001;AS004;810
03/09/2019;C0002;AS005;938
04/09/2019;C0015;VS003;948
05/09/2019;C0003;VS004;664
06/09/2019;C0007;VS005;657
09/09/2019;C0010;CS001;563
10/09/2019;C0008;CT001;562
11/09/2019;C0009;CL001;595
12/09/2019;C0011;CL002;570
13/09/2019;C0014;CT002;795
16/09/2019;C0016;CT003;837
17/09/2019;C0017;CS004;729
18/09/2019;C0018;AL001;936
19/09/2019;C0021;AL002;1029
20/09/2019;C0022;AS001;1061
23/09/2019;C0023;CS003;779
24/09/2019;C0024;AT001;578
25/09/2019;C0025;CS002;575
26/09/2019;C0028;AS002;649
27/09/2019;C0029;VS002;810
30/09/2019;C0013;AT002;706
01/10/2019;C0006;AS003;1087
02/10/2019;C0026;VS001;884
03/10/2019;C0020;AS004;548
04/10/2019;C0005;AS005;555
07/10/2019;C0012;VS003;858
08/10/2019;C0019;VS004;1025
09/10/2019;C0030;VS005;519
10/10/2019;C0004;CS001;937
11/10/2019;C0027;CT001;825
14/10/2019;C0001;CL001;960
15/10/2019;C0002;CL002;525
16/10/2019;C0015;CT002;1011
17/10/2019;C0003;CT003;931
18/10/2019;C0007;CS004;932
21/10/2019;C0010;AL001;1045
22/10/2019;C0008;AL002;895
23/10/2019;C0009;AS001;1002
24/10/2019;C0011;CS003;529
25/10/2019;C0014;AT001;977
28/10/2019;C0016;CS002;954
29/10/2019;C0017;AS002;1033
30/10/2019;C0018;VS002;1074
31/10/2019;C0021;AT002;751
01/11/2019;C0022;AS003;838
04/11/2019;C0023;VS001;737
05/11/2019;C0024;AS004;569
06/11/2019;C0025;AS005;623
07/11/2019;C0028;VS003;1013
08/11/2019;C0029;VS004;702
11/11/2019;C0013;VS005;792
12/11/2019;C0006;CS001;532
13/11/2019;C0026;CT001;727
14/11/2019;C0020;CL001;544
15/11/2019;C0005;CL002;887
18/11/2019;C0012;CT002;712
19/11/2019;C0019;CT003;691
20/11/2019;C0030;CS004;891
21/11/2019;C0004;AL001;698
22/11/2019;C0027;AL002;771
25/11/2019;C0001;AS001;900
26/11/2019;C0002;CS003;1086
27/11/2019;C0015;AT001;746
28/11/2019;C0003;CS002;530
29/11/2019;C0007;AS002;531
02/12/2019;C0010;VS002;576
03/12/2019;C0008;AT002;967
04/12/2019;C0009;AS003;720
05/12/2019;C0011;VS001;1006
06/12/2019;C0014;AS004;762
09/12/2019;C0016;AS005;644
10/12/2019;C0017;VS003;817
11/12/2019;C0018;VS004;1055
12/12/2019;C0021;VS005;881
13/12/2019;C0022;CS001;681
16/12/2019;C0023;CT001;644
17/12/2019;C0024;CL001;1090
18/12/2019;C0025;CL002;756
19/12/2019;C0028;CT002;1058
20/12/2019;C0029;CT003;999
23/12/2019;C0013;CS004;886
24/12/2019;C0006;AL001;619
25/12/2019;C0026;AL002;507
26/12/2019;C0020;AS001;518
27/12/2019;C0005;CS003;1052
30/12/2019;C0012;AT001;949
31/12/2019;C0019;CS002;568
01/01/2019;C0030;AS002;644
02/01/2019;C0004;VS002;798
03/01/2019;C0027;AT002;917
04/01/2019;C0001;AS003;628
07/01/2019;C0002;VS001;904
08/01/2019;C0015;AS004;1012
09/01/2019;C0003;AS005;605
10/01/2019;C0007;VS003;512
11/01/2019;C0010;VS004;1017
14/01/2019;C0008;VS005;606
15/01/2019;C0009;CS001;673
16/01/2019;C0011;CT001;1089
17/01/2019;C0014;CL001;635
18/01/2019;C0016;CL002;503
21/01/2019;C0017;CT002;991
22/01/2019;C0018;CT003;718
23/01/2019;C0021;CS004;711
24/01/2019;C0022;AL001;963
25/01/2019;C0023;AL002;739
28/01/2019;C0024;AS001;747
29/01/2019;C0025;CS003;503
30/01/2019;C0028;AT001;694
31/01/2019;C0029;CS002;963
01/02/2019;C0013;AS002;1094
04/02/2019;C0006;VS002;835
05/02/2019;C0026;AT002;547
06/02/2019;C0020;AS003;1051
07/02/2019;C0005;VS001;817
08/02/2019;C0012;AS004;807
11/02/2019;C0019;AS005;863
12/02/2019;C0030;VS003;696
13/02/2019;C0004;VS004;927
14/02/2019;C0027;VS005;802
15/02/2019;C0001;CS001;914
18/02/2019;C0002;CT001;891
19/02/2019;C0015;CL001;812
20/02/2019;C0003;CL002;631
21/02/2019;C0007;CT002;772
22/02/2019;C0010;CT003;875
25/02/2019;C0008;CS004;693
26/02/2019;C0009;AL001;937
27/02/2019;C0011;AL002;1027
28/02/2019;C0014;AS001;1035
01/03/2019;C0016;CS003;772
04/03/2019;C0017;AT001;895
05/03/2019;C0018;CS002;954
06/03/2019;C0021;AS002;567
07/03/2019;C0022;VS002;697
08/03/2019;C0023;AT002;582
11/03/2019;C0024;AS003;604
12/03/2019;C0025;VS001;923
13/03/2019;C0028;AS004;974
14/03/2019;C0029;AS005;642
15/03/2019;C0013;VS003;946
18/03/2019;C0006;VS004;575
19/03/2019;C0026;VS005;717
20/03/2019;C0020;CS001;842
21/03/2019;C0005;CT001;587
22/03/2019;C0012;CL001;981
25/03/2019;C0019;CL002;822
26/03/2019;C0030;CT002;703
27/03/2019;C0004;CT003;763
28/03/2019;C0027;CS004;1001
29/03/2019;C0001;AL001;994
01/04/2019;C0002;AL002;540
02/04/2019;C0015;AS001;1091
03/04/2019;C0003;CS003;972
04/04/2019;C0007;AT001;1030
05/04/2019;C0010;CS002;608
08/04/2019;C0008;AS002;980
09/04/2019;C0009;VS002;1007
10/04/2019;C0011;AT002;974
11/04/2019;C0014;AS003;715
12/04/2019;C0016;VS001;702
15/04/2019;C0017;AS004;777
16/04/2019;C0018;AS005;527
17/04/2019;C0021;VS003;987
18/04/2019;C0022;VS004;895
19/04/2019;C0023;VS005;761
22/04/2019;C0024;CS001;1016
23/04/2019;C0025;CT001;1097
24/04/2019;C0028;CL001;650
25/04/2019;C0029;CL002;637
26/04/2019;C0013;CT002;988
29/04/2019;C0006;CT003;925
30/04/2019;C0026;CS004;551
01/05/2019;C0020;AL001;1055
02/05/2019;C0005;AL002;557
03/05/2019;C0012;AS001;522
06/05/2019;C0019;CS003;944
07/05/2019;C0030;AT001;547
08/05/2019;C0004;CS002;908
09/05/2019;C0027;AS002;821
10/05/2019;C0001;VS002;920
13/05/2019;C0002;AT002;935
14/05/2019;C0015;AS003;662
15/05/2019;C0003;VS001;889
16/05/2019;C0007;AS004;900
17/05/2019;C0010;AS005;861
20/05/2019;C0008;VS003;542
21/05/2019;C0009;VS004;835
22/05/2019;C0011;VS005;639
23/05/2019;C0014;CS001;906
24/05/2019;C0016;CT001;500
27/05/2019;C0017;CL001;599
28/05/2019;C0018;CL002;923
29/05/2019;C0021;CT002;735
30/05/2019;C0022;CT003;894
31/05/2019;C0023;CS004;825
03/06/2019;C0024;AL001;513
04/06/2019;C0025;AL002;687
05/06/2019;C0028;AS001;636
06/06/2019;C0029;CS003;933
07/06/2019;C0013;AT001;931
10/06/2019;C0006;CS002;931
11/06/2019;C0026;AS002;690
12/06/2019;C0020;VS002;1016
13/06/2019;C0005;AT002;797
14/06/2019;C0012;AS003;721
17/06/2019;C0019;VS001;678
18/06/2019;C0030;AS004;682
19/06/2019;C0004;AS005;946
20/06/2019;C0027;VS003;570
21/06/2019;C0001;VS004;629
24/06/2019;C0002;VS005;922
25/06/2019;C0015;CS001;895
26/06/2019;C0003;CT001;969
27/06/2019;C0007;CL001;946
28/06/2019;C0010;CL002;890
01/07/2019;C0008;CT002;824
02/07/2019;C0009;CT003;524
03/07/2019;C0011;CS004;947
04/07/2019;C0014;AL001;822
05/07/2019;C0016;AL002;542
08/07/2019;C0017;AS001;795
09/07/2019;C0018;CS003;819
10/07/2019;C0021;AT001;916
11/07/2019;C0022;CS002;547
12/07/2019;C0023;AS002;703
15/07/2019;C0024;VS002;972
16/07/2019;C0025;AT002;697
17/07/2019;C0028;AS003;677
18/07/2019;C0029;VS001;609
19/07/2019;C0013;AS004;919
22/07/2019;C0006;AS005;1069
23/07/2019;C0026;VS003;699
24/07/2019;C0020;VS004;585
25/07/2019;C0005;VS005;945
26/07/2019;C0012;CS001;742
29/07/2019;C0019;CT001;608
30/07/2019;C0030;CL001;525
31/07/2019;C0004;CL002;681
01/08/2019;C0027;CT002;528
02/08/2019;C0001;CT003;865
05/08/2019;C0002;CS004;948
06/08/2019;C0015;AL001;967
07/08/2019;C0003;AL002;734
08/08/2019;C0007;AS001;1045
09/08/2019;C0010;CS003;644
12/08/2019;C0008;AT001;1023
13/08/2019;C0009;CS002;759
14/08/2019;C0011;AS002;689
15/08/2019;C0014;VS002;896
16/08/2019;C0016;AT002;532
19/08/2019;C0017;AS003;798
20/08/2019;C0018;VS001;625
21/08/2019;C0021;AS004;514
22/08/2019;C0022;AS005;1082
23/08/2019;C0023;VS003;749
26/08/2019;C0024;VS004;792
27/08/2019;C0025;VS005;878
28/08/2019;C0028;CS001;1066
29/08/2019;C0029;CT001;755
30/08/2019;C0013;CL001;597
02/09/2019;C0006;CL002;1034
03/09/2019;C0026;CT002;999
04/09/2019;C0020;CT003;989
05/09/2019;C0005;CS004;981
06/09/2019;C0012;AL001;1072
09/09/2019;C0019;AL002;839
10/09/2019;C0030;AS001;703
11/09/2019;C0004;CS003;839
12/09/2019;C0027;AT001;720
13/09/2019;C0001;CS002;504
16/09/2019;C0002;AS002;960
17/09/2019;C0015;VS002;786
18/09/2019;C0003;AT002;1097
19/09/2019;C0007;AS003;661
20/09/2019;C0010;VS001;1085
23/09/2019;C0008;AS004;939
24/09/2019;C0009;AS005;636
25/09/2019;C0011;VS003;991
26/09/2019;C0014;VS004;785
27/09/2019;C0016;VS005;900
30/09/2019;C0017;CS001;780
01/10/2019;C0018;CT001;878
02/10/2019;C0021;CL001;1055
03/10/2019;C0022;CL002;924
04/10/2019;C0023;CT002;514
07/10/2019;C0024;CT003;905
08/10/2019;C0025;CS004;559
09/10/2019;C0028;AL001;1015
10/10/2019;C0029;AL002;794
11/10/2019;C0013;AS001;680
14/10/2019;C0006;CS003;933
15/10/2019;C0026;AT001;1012
16/10/2019;C0020;CS002;868
17/10/2019;C0005;AS002;1003
18/10/2019;C0012;VS002;773
21/10/2019;C0019;AT002;993
22/10/2019;C0030;AS003;503
23/10/2019;C0004;VS001;861
24/10/2019;C0027;AS004;802
25/10/2019;C0001;AS005;681
28/10/2019;C0002;VS003;1044
29/10/2019;C0015;VS004;628
30/10/2019;C0003;VS005;508
31/10/2019;C0007;CS001;548
01/11/2019;C0010;CT001;821
04/11/2019;C0008;CL001;1098
05/11/2019;C0009;CL002;588
06/11/2019;C0011;CT002;1085
07/11/2019;C0014;CT003;641
08/11/2019;C0016;CS004;896
11/11/2019;C0017;AL001;924
12/11/2019;C0018;AL002;579
13/11/2019;C0021;AS001;816
14/11/2019;C0022;CS003;823
15/11/2019;C0023;AT001;678
18/11/2019;C0024;CS002;573
19/11/2019;C0025;AS002;1095
20/11/2019;C0028;VS002;725
21/11/2019;C0029;AT002;683
22/11/2019;C0013;AS003;565
25/11/2019;C0006;VS001;511
26/11/2019;C0026;AS004;958
27/11/2019;C0020;AS005;1024
28/11/2019;C0005;VS003;619
29/11/2019;C0012;VS004;945
02/12/2019;C0019;VS005;661
03/12/2019;C0030;CS001;896
04/12/2019;C0004;CT001;659
05/12/2019;C0027;CL001;968
06/12/2019;C0001;CL002;898
09/12/2019;C0002;CT002;1074
10/12/2019;C0015;CT003;1033
11/12/2019;C0003;CS004;814
12/12/2019;C0007;AL001;830
13/12/2019;C0010;AL002;1062
16/12/2019;C0008;AS001;910
17/12/2019;C0009;CS003;876
18/12/2019;C0011;AT001;772
19/12/2019;C0014;CS002;693
20/12/2019;C0016;AS002;599
23/12/2019;C0017;VS002;607
24/12/2019;C0018;AT002;716
25/12/2019;C0021;AS003;1021
26/12/2019;C0022;VS001;1091
27/12/2019;C0023;AS004;817
30/12/2019;C0024;AS005;721
31/12/2019;C0025;VS003;636
01/01/2019;C0008;CT003;921
02/01/2019;C0009;CS004;535
03/01/2019;C0011;AL001;1042
04/01/2019;C0014;AL002;619
07/01/2019;C0016;AS001;1017
08/01/2019;C0017;CS003;1015
09/01/2019;C0018;AT001;762
10/01/2019;C0021;CS002;1058
11/01/2019;C0022;AS002;1071
14/01/2019;C0023;VS002;544
15/01/2019;C0024;AT002;672
16/01/2019;C0025;AS003;800
17/01/2019;C0028;VS001;764
18/01/2019;C0029;AS004;1080
21/01/2019;C0013;AS005;991
22/01/2019;C0006;VS003;729
23/01/2019;C0026;VS004;988
24/01/2019;C0020;VS005;567
25/01/2019;C0005;CS001;846
28/01/2019;C0012;CT001;839
29/01/2019;C0019;CL001;996
30/01/2019;C0030;CL002;975
31/01/2019;C0004;CT002;564
01/02/2019;C0027;CT003;638
04/02/2019;C0001;CS004;737
05/02/2019;C0002;AL001;721
06/02/2019;C0015;AL002;862
07/02/2019;C0003;AS001;682
08/02/2019;C0007;CS003;944
11/02/2019;C0010;AT001;674
