Data;Ordem de Venda;Cliente ID;Produto SKU;Qtde;Vencimento;Pagamento;Previsão de Entrega;Entrega Efetiva
2023-01-03 00:00:00;SO561607;C0008;CT003;633;2023-02-28 00:00:00;2023-03-08 00:00:00;2023-01-06 00:00:00;2023-01-14 00:00:00
2023-01-03 00:00:00;SO325211;C0003;AS005;1083;2023-02-14 00:00:00;2023-02-18 00:00:00;2023-01-05 00:00:00;2023-01-09 00:00:00
2023-01-03 00:00:00;SO561607;C0008;VS004;1280;2023-02-28 00:00:00;2023-02-28 00:00:00;2023-01-06 00:00:00;2023-01-06 00:00:00
2023-01-03 00:00:00;SO561607;C0008;CL002;908;2023-02-28 00:00:00;2023-03-08 00:00:00;2023-01-06 00:00:00;2023-01-14 00:00:00
2023-01-03 00:00:00;SO561607;C0008;AL002;703;2023-02-28 00:00:00;2023-02-18 00:00:00;2023-01-06 00:00:00;2022-12-27 00:00:00
2023-01-03 00:00:00;SO561607;C0008;VS005;797;2023-02-28 00:00:00;2023-02-21 00:00:00;2023-01-06 00:00:00;2022-12-30 00:00:00
2023-01-03 00:00:00;SO325211;C0003;AS002;704;2023-02-14 00:00:00;2023-02-12 00:00:00;2023-01-05 00:00:00;2023-01-03 00:00:00
2023-01-03 00:00:00;SO561607;C0008;CS001;492;2023-02-28 00:00:00;2023-02-21 00:00:00;2023-01-06 00:00:00;2022-12-30 00:00:00
2023-01-03 00:00:00;SO561607;C0008;CT001;323;2023-02-28 00:00:00;2023-03-04 00:00:00;2023-01-06 00:00:00;2023-01-10 00:00:00
2023-01-03 00:00:00;SO561607;C0008;CT002;664;2023-02-28 00:00:00;2023-02-21 00:00:00;2023-01-06 00:00:00;2022-12-30 00:00:00
2023-01-03 00:00:00;SO561607;C0008;AL001;394;2023-02-28 00:00:00;2023-03-09 00:00:00;2023-01-06 00:00:00;2023-01-15 00:00:00
2023-01-03 00:00:00;SO325211;C0003;CT002;784;2023-02-14 00:00:00;2023-02-06 00:00:00;2023-01-05 00:00:00;2022-12-28 00:00:00
2023-01-03 00:00:00;SO325211;C0003;VS004;877;2023-02-14 00:00:00;2023-02-15 00:00:00;2023-01-05 00:00:00;2023-01-06 00:00:00
2023-01-03 00:00:00;SO561607;C0008;VS001;816;2023-02-28 00:00:00;2023-03-03 00:00:00;2023-01-06 00:00:00;2023-01-09 00:00:00
2023-01-03 00:00:00;SO325211;C0003;CL001;359;2023-02-14 00:00:00;2023-02-14 00:00:00;2023-01-05 00:00:00;2023-01-05 00:00:00
2023-01-04 00:00:00;SO350196;C0011;VS004;473;2023-02-08 00:00:00;2023-02-04 00:00:00;2023-01-07 00:00:00;2023-01-03 00:00:00
2023-01-04 00:00:00;SO325100;C0007;CT001;1086;2023-03-08 00:00:00;2023-03-16 00:00:00;2023-01-07 00:00:00;2023-01-15 00:00:00
2023-01-04 00:00:00;SO694366;C0016;VS004;365;2023-01-18 00:00:00;2023-01-09 00:00:00;2023-01-08 00:00:00;2022-12-30 00:00:00
2023-01-04 00:00:00;SO350196;C0011;CT001;405;2023-02-08 00:00:00;2023-01-29 00:00:00;2023-01-07 00:00:00;2022-12-28 00:00:00
2023-01-04 00:00:00;SO350196;C0011;AL002;513;2023-02-08 00:00:00;2023-02-08 00:00:00;2023-01-07 00:00:00;2023-01-07 00:00:00
2023-01-04 00:00:00;SO694366;C0016;AS004;988;2023-01-18 00:00:00;2023-01-22 00:00:00;2023-01-08 00:00:00;2023-01-12 00:00:00
2023-01-04 00:00:00;SO325100;C0007;AL001;404;2023-03-08 00:00:00;2023-03-07 00:00:00;2023-01-07 00:00:00;2023-01-06 00:00:00
2023-01-04 00:00:00;SO694366;C0016;CT001;623;2023-01-18 00:00:00;2023-01-22 00:00:00;2023-01-08 00:00:00;2023-01-12 00:00:00
2023-01-04 00:00:00;SO694366;C0016;CL002;1050;2023-01-18 00:00:00;2023-01-15 00:00:00;2023-01-08 00:00:00;2023-01-05 00:00:00
2023-01-04 00:00:00;SO350196;C0011;AL001;342;2023-02-08 00:00:00;2023-02-02 00:00:00;2023-01-07 00:00:00;2023-01-01 00:00:00
2023-01-04 00:00:00;SO350196;C0011;CS002;981;2023-02-08 00:00:00;2023-02-03 00:00:00;2023-01-07 00:00:00;2023-01-02 00:00:00
2023-01-04 00:00:00;SO325100;C0007;AL002;312;2023-03-08 00:00:00;2023-03-13 00:00:00;2023-01-07 00:00:00;2023-01-12 00:00:00
2023-01-04 00:00:00;SO350196;C0011;AS005;857;2023-02-08 00:00:00;2023-02-08 00:00:00;2023-01-07 00:00:00;2023-01-07 00:00:00
2023-01-04 00:00:00;SO350196;C0011;CT003;1344;2023-02-08 00:00:00;2023-02-07 00:00:00;2023-01-07 00:00:00;2023-01-06 00:00:00
2023-01-04 00:00:00;SO694366;C0016;CT003;312;2023-01-18 00:00:00;2023-01-09 00:00:00;2023-01-08 00:00:00;2022-12-30 00:00:00
2023-01-05 00:00:00;SO745336;C0012;VS005;997;2023-02-02 00:00:00;2023-02-03 00:00:00;2023-01-08 00:00:00;2023-01-09 00:00:00
2023-01-05 00:00:00;SO257225;C0023;CS003;629;2023-02-09 00:00:00;2023-02-07 00:00:00;2023-01-09 00:00:00;2023-01-07 00:00:00
2023-01-05 00:00:00;SO404360;C0016;CS002;563;2023-01-19 00:00:00;2023-01-11 00:00:00;2023-01-09 00:00:00;2023-01-01 00:00:00
2023-01-05 00:00:00;SO801276;C0027;VS004;473;2023-02-16 00:00:00;2023-02-13 00:00:00;2023-01-13 00:00:00;2023-01-10 00:00:00
2023-01-05 00:00:00;SO801276;C0027;CS003;1055;2023-02-16 00:00:00;2023-02-20 00:00:00;2023-01-13 00:00:00;2023-01-17 00:00:00
2023-01-05 00:00:00;SO257225;C0023;CL001;1159;2023-02-09 00:00:00;2023-02-02 00:00:00;2023-01-09 00:00:00;2023-01-02 00:00:00
2023-01-05 00:00:00;SO404360;C0016;AS002;466;2023-01-19 00:00:00;2023-01-16 00:00:00;2023-01-09 00:00:00;2023-01-06 00:00:00
2023-01-05 00:00:00;SO745336;C0012;AS002;1340;2023-02-02 00:00:00;2023-01-26 00:00:00;2023-01-08 00:00:00;2023-01-01 00:00:00
2023-01-05 00:00:00;SO801276;C0027;AL002;969;2023-02-16 00:00:00;2023-02-09 00:00:00;2023-01-13 00:00:00;2023-01-06 00:00:00
2023-01-05 00:00:00;SO404360;C0016;AS005;863;2023-01-19 00:00:00;2023-01-15 00:00:00;2023-01-09 00:00:00;2023-01-05 00:00:00
2023-01-05 00:00:00;SO404360;C0016;VS005;1154;2023-01-19 00:00:00;2023-01-17 00:00:00;2023-01-09 00:00:00;2023-01-07 00:00:00
2023-01-05 00:00:00;SO745336;C0012;CL001;737;2023-02-02 00:00:00;2023-02-08 00:00:00;2023-01-08 00:00:00;2023-01-14 00:00:00
2023-01-05 00:00:00;SO801276;C0027;CT003;730;2023-02-16 00:00:00;2023-02-22 00:00:00;2023-01-13 00:00:00;2023-01-19 00:00:00
2023-01-05 00:00:00;SO257225;C0023;VS001;874;2023-02-09 00:00:00;2023-02-09 00:00:00;2023-01-09 00:00:00;2023-01-09 00:00:00
2023-01-05 00:00:00;SO745336;C0012;VS001;620;2023-02-02 00:00:00;2023-02-05 00:00:00;2023-01-08 00:00:00;2023-01-11 00:00:00
2023-01-05 00:00:00;SO801276;C0027;AS004;957;2023-02-16 00:00:00;2023-02-24 00:00:00;2023-01-13 00:00:00;2023-01-21 00:00:00
2023-01-05 00:00:00;SO404360;C0016;CT002;817;2023-01-19 00:00:00;2023-01-09 00:00:00;2023-01-09 00:00:00;2022-12-30 00:00:00
2023-01-06 00:00:00;SO821192;C0028;AS002;335;2023-01-20 00:00:00;2023-01-27 00:00:00;2023-01-14 00:00:00;2023-01-21 00:00:00
2023-01-06 00:00:00;SO762743;C0004;AS002;311;2023-01-20 00:00:00;2023-01-28 00:00:00;2023-01-08 00:00:00;2023-01-16 00:00:00
2023-01-06 00:00:00;SO429765;C0008;CS002;399;2023-03-03 00:00:00;2023-03-05 00:00:00;2023-01-09 00:00:00;2023-01-11 00:00:00
2023-01-06 00:00:00;SO876789;C0010;CT003;833;2023-02-17 00:00:00;2023-02-26 00:00:00;2023-01-09 00:00:00;2023-01-18 00:00:00
2023-01-06 00:00:00;SO821192;C0028;AL002;527;2023-01-20 00:00:00;2023-01-25 00:00:00;2023-01-14 00:00:00;2023-01-19 00:00:00
2023-01-06 00:00:00;SO429765;C0008;CS003;558;2023-03-03 00:00:00;2023-02-27 00:00:00;2023-01-09 00:00:00;2023-01-05 00:00:00
2023-01-06 00:00:00;SO821192;C0028;CL001;519;2023-01-20 00:00:00;2023-01-29 00:00:00;2023-01-14 00:00:00;2023-01-23 00:00:00
2023-01-06 00:00:00;SO762743;C0004;CS003;357;2023-01-20 00:00:00;2023-01-16 00:00:00;2023-01-08 00:00:00;2023-01-04 00:00:00
2023-01-06 00:00:00;SO429765;C0008;CT003;620;2023-03-03 00:00:00;2023-02-21 00:00:00;2023-01-09 00:00:00;2022-12-30 00:00:00
2023-01-06 00:00:00;SO876789;C0010;VS004;276;2023-02-17 00:00:00;2023-02-21 00:00:00;2023-01-09 00:00:00;2023-01-13 00:00:00
2023-01-06 00:00:00;SO876789;C0010;CL002;1291;2023-02-17 00:00:00;2023-02-22 00:00:00;2023-01-09 00:00:00;2023-01-14 00:00:00
2023-01-06 00:00:00;SO876789;C0010;CT002;552;2023-02-17 00:00:00;2023-02-09 00:00:00;2023-01-09 00:00:00;2023-01-01 00:00:00
2023-01-06 00:00:00;SO429765;C0008;AL002;1239;2023-03-03 00:00:00;2023-03-05 00:00:00;2023-01-09 00:00:00;2023-01-11 00:00:00
2023-01-06 00:00:00;SO876789;C0010;AL002;844;2023-02-17 00:00:00;2023-02-16 00:00:00;2023-01-09 00:00:00;2023-01-08 00:00:00
2023-01-06 00:00:00;SO876789;C0010;VS005;1047;2023-02-17 00:00:00;2023-02-16 00:00:00;2023-01-09 00:00:00;2023-01-08 00:00:00
2023-01-06 00:00:00;SO429765;C0008;AL001;566;2023-03-03 00:00:00;2023-02-25 00:00:00;2023-01-09 00:00:00;2023-01-03 00:00:00
2023-01-06 00:00:00;SO876789;C0010;CS003;1275;2023-02-17 00:00:00;2023-02-08 00:00:00;2023-01-09 00:00:00;2022-12-31 00:00:00
2023-01-06 00:00:00;SO876789;C0010;CL001;735;2023-02-17 00:00:00;2023-02-15 00:00:00;2023-01-09 00:00:00;2023-01-07 00:00:00
2023-01-06 00:00:00;SO821192;C0028;CL002;496;2023-01-20 00:00:00;2023-01-29 00:00:00;2023-01-14 00:00:00;2023-01-23 00:00:00
2023-01-06 00:00:00;SO876789;C0010;AS002;626;2023-02-17 00:00:00;2023-02-11 00:00:00;2023-01-09 00:00:00;2023-01-03 00:00:00
2023-01-09 00:00:00;SO771145;C0010;CL002;1148;2023-02-20 00:00:00;2023-02-14 00:00:00;2023-01-12 00:00:00;2023-01-06 00:00:00
2023-01-09 00:00:00;SO853615;C0027;CS003;864;2023-02-20 00:00:00;2023-02-24 00:00:00;2023-01-17 00:00:00;2023-01-21 00:00:00
2023-01-09 00:00:00;SO172740;C0024;VS004;936;2023-02-06 00:00:00;2023-01-27 00:00:00;2023-01-13 00:00:00;2023-01-03 00:00:00
2023-01-09 00:00:00;SO172740;C0024;CS002;908;2023-02-06 00:00:00;2023-02-13 00:00:00;2023-01-13 00:00:00;2023-01-20 00:00:00
2023-01-09 00:00:00;SO771145;C0010;CT001;1022;2023-02-20 00:00:00;2023-02-10 00:00:00;2023-01-12 00:00:00;2023-01-02 00:00:00
2023-01-09 00:00:00;SO771145;C0010;AS004;913;2023-02-20 00:00:00;2023-02-12 00:00:00;2023-01-12 00:00:00;2023-01-04 00:00:00
2023-01-09 00:00:00;SO771145;C0010;AS002;483;2023-02-20 00:00:00;2023-02-20 00:00:00;2023-01-12 00:00:00;2023-01-12 00:00:00
2023-01-09 00:00:00;SO853615;C0027;CL002;974;2023-02-20 00:00:00;2023-02-11 00:00:00;2023-01-17 00:00:00;2023-01-08 00:00:00
2023-01-09 00:00:00;SO172740;C0024;CL001;778;2023-02-06 00:00:00;2023-02-05 00:00:00;2023-01-13 00:00:00;2023-01-12 00:00:00
2023-01-09 00:00:00;SO172740;C0024;AL001;1231;2023-02-06 00:00:00;2023-02-15 00:00:00;2023-01-13 00:00:00;2023-01-22 00:00:00
2023-01-09 00:00:00;SO771145;C0010;CS001;339;2023-02-20 00:00:00;2023-02-28 00:00:00;2023-01-12 00:00:00;2023-01-20 00:00:00
2023-01-09 00:00:00;SO771145;C0010;AL002;1019;2023-02-20 00:00:00;2023-02-12 00:00:00;2023-01-12 00:00:00;2023-01-04 00:00:00
2023-01-10 00:00:00;SO182280;C0012;CL001;474;2023-02-07 00:00:00;2023-02-05 00:00:00;2023-01-13 00:00:00;2023-01-11 00:00:00
2023-01-10 00:00:00;SO402748;C0004;CS002;817;2023-01-24 00:00:00;2023-01-29 00:00:00;2023-01-12 00:00:00;2023-01-17 00:00:00
2023-01-10 00:00:00;SO978786;C0026;VS005;500;2023-02-14 00:00:00;2023-02-17 00:00:00;2023-01-18 00:00:00;2023-01-21 00:00:00
2023-01-10 00:00:00;SO395971;C0025;VS005;926;2023-02-07 00:00:00;2023-02-17 00:00:00;2023-01-18 00:00:00;2023-01-28 00:00:00
2023-01-10 00:00:00;SO402748;C0004;CL002;960;2023-01-24 00:00:00;2023-01-27 00:00:00;2023-01-12 00:00:00;2023-01-15 00:00:00
2023-01-10 00:00:00;SO978786;C0026;AS002;376;2023-02-14 00:00:00;2023-02-18 00:00:00;2023-01-18 00:00:00;2023-01-22 00:00:00
2023-01-10 00:00:00;SO182280;C0012;CT003;565;2023-02-07 00:00:00;2023-01-28 00:00:00;2023-01-13 00:00:00;2023-01-03 00:00:00
2023-01-10 00:00:00;SO182280;C0012;AS005;859;2023-02-07 00:00:00;2023-02-05 00:00:00;2023-01-13 00:00:00;2023-01-11 00:00:00
2023-01-10 00:00:00;SO978786;C0026;CT003;724;2023-02-14 00:00:00;2023-02-15 00:00:00;2023-01-18 00:00:00;2023-01-19 00:00:00
2023-01-10 00:00:00;SO402748;C0004;CS003;857;2023-01-24 00:00:00;2023-01-31 00:00:00;2023-01-12 00:00:00;2023-01-19 00:00:00
2023-01-10 00:00:00;SO395971;C0025;AS004;347;2023-02-07 00:00:00;2023-02-05 00:00:00;2023-01-18 00:00:00;2023-01-16 00:00:00
2023-01-10 00:00:00;SO402748;C0004;AS005;1213;2023-01-24 00:00:00;2023-01-31 00:00:00;2023-01-12 00:00:00;2023-01-19 00:00:00
2023-01-10 00:00:00;SO182280;C0012;VS005;455;2023-02-07 00:00:00;2023-02-06 00:00:00;2023-01-13 00:00:00;2023-01-12 00:00:00
2023-01-10 00:00:00;SO978786;C0026;CL002;841;2023-02-14 00:00:00;2023-02-04 00:00:00;2023-01-18 00:00:00;2023-01-08 00:00:00
2023-01-10 00:00:00;SO395971;C0025;CT003;866;2023-02-07 00:00:00;2023-02-03 00:00:00;2023-01-18 00:00:00;2023-01-14 00:00:00
2023-01-11 00:00:00;SO273686;C0024;AS004;979;2023-02-08 00:00:00;2023-02-12 00:00:00;2023-01-15 00:00:00;2023-01-19 00:00:00
2023-01-11 00:00:00;SO440195;C0016;CT001;1163;2023-01-25 00:00:00;2023-02-02 00:00:00;2023-01-15 00:00:00;2023-01-23 00:00:00
2023-01-11 00:00:00;SO132923;C0019;AS005;661;2023-03-15 00:00:00;2023-03-22 00:00:00;2023-01-15 00:00:00;2023-01-22 00:00:00
2023-01-11 00:00:00;SO132923;C0019;CS001;899;2023-03-15 00:00:00;2023-03-24 00:00:00;2023-01-15 00:00:00;2023-01-24 00:00:00
2023-01-11 00:00:00;SO132923;C0019;CT002;1022;2023-03-15 00:00:00;2023-03-24 00:00:00;2023-01-15 00:00:00;2023-01-24 00:00:00
2023-01-11 00:00:00;SO132923;C0019;CS002;737;2023-03-15 00:00:00;2023-03-14 00:00:00;2023-01-15 00:00:00;2023-01-14 00:00:00
2023-01-11 00:00:00;SO273686;C0024;CS001;1217;2023-02-08 00:00:00;2023-02-02 00:00:00;2023-01-15 00:00:00;2023-01-09 00:00:00
2023-01-11 00:00:00;SO273686;C0024;AS002;881;2023-02-08 00:00:00;2023-02-10 00:00:00;2023-01-15 00:00:00;2023-01-17 00:00:00
2023-01-11 00:00:00;SO440195;C0016;CS001;987;2023-01-25 00:00:00;2023-01-26 00:00:00;2023-01-15 00:00:00;2023-01-16 00:00:00
2023-01-11 00:00:00;SO132923;C0019;CL002;529;2023-03-15 00:00:00;2023-03-08 00:00:00;2023-01-15 00:00:00;2023-01-08 00:00:00
2023-01-11 00:00:00;SO132923;C0019;CT003;986;2023-03-15 00:00:00;2023-03-16 00:00:00;2023-01-15 00:00:00;2023-01-16 00:00:00
2023-01-11 00:00:00;SO440195;C0016;AS002;381;2023-01-25 00:00:00;2023-01-18 00:00:00;2023-01-15 00:00:00;2023-01-08 00:00:00
2023-01-12 00:00:00;SO827566;C0002;CT003;1208;2023-02-16 00:00:00;2023-02-26 00:00:00;2023-01-14 00:00:00;2023-01-24 00:00:00
2023-01-12 00:00:00;SO323159;C0006;CL001;1181;2023-03-16 00:00:00;2023-03-16 00:00:00;2023-01-14 00:00:00;2023-01-14 00:00:00
2023-01-12 00:00:00;SO405191;C0011;CT002;430;2023-02-16 00:00:00;2023-02-07 00:00:00;2023-01-15 00:00:00;2023-01-06 00:00:00
2023-01-12 00:00:00;SO405191;C0011;AS005;847;2023-02-16 00:00:00;2023-02-12 00:00:00;2023-01-15 00:00:00;2023-01-11 00:00:00
2023-01-12 00:00:00;SO405191;C0011;CS002;734;2023-02-16 00:00:00;2023-02-25 00:00:00;2023-01-15 00:00:00;2023-01-24 00:00:00
2023-01-12 00:00:00;SO827566;C0002;CT002;682;2023-02-16 00:00:00;2023-02-12 00:00:00;2023-01-14 00:00:00;2023-01-10 00:00:00
2023-01-12 00:00:00;SO827566;C0002;AS004;765;2023-02-16 00:00:00;2023-02-20 00:00:00;2023-01-14 00:00:00;2023-01-18 00:00:00
2023-01-12 00:00:00;SO323159;C0006;AL002;772;2023-03-16 00:00:00;2023-03-26 00:00:00;2023-01-14 00:00:00;2023-01-24 00:00:00
2023-01-12 00:00:00;SO323159;C0006;AS002;558;2023-03-16 00:00:00;2023-03-08 00:00:00;2023-01-14 00:00:00;2023-01-06 00:00:00
2023-01-12 00:00:00;SO827566;C0002;CL002;307;2023-02-16 00:00:00;2023-02-10 00:00:00;2023-01-14 00:00:00;2023-01-08 00:00:00
2023-01-12 00:00:00;SO405191;C0011;AS002;625;2023-02-16 00:00:00;2023-02-07 00:00:00;2023-01-15 00:00:00;2023-01-06 00:00:00
2023-01-12 00:00:00;SO827566;C0002;VS004;988;2023-02-16 00:00:00;2023-02-20 00:00:00;2023-01-14 00:00:00;2023-01-18 00:00:00
2023-01-12 00:00:00;SO405191;C0011;VS001;320;2023-02-16 00:00:00;2023-02-26 00:00:00;2023-01-15 00:00:00;2023-01-25 00:00:00
2023-01-12 00:00:00;SO827566;C0002;AL002;650;2023-02-16 00:00:00;2023-02-15 00:00:00;2023-01-14 00:00:00;2023-01-13 00:00:00
2023-01-12 00:00:00;SO323159;C0006;CL002;937;2023-03-16 00:00:00;2023-03-26 00:00:00;2023-01-14 00:00:00;2023-01-24 00:00:00
2023-01-12 00:00:00;SO405191;C0011;VS005;519;2023-02-16 00:00:00;2023-02-20 00:00:00;2023-01-15 00:00:00;2023-01-19 00:00:00
2023-01-12 00:00:00;SO323159;C0006;CT002;442;2023-03-16 00:00:00;2023-03-16 00:00:00;2023-01-14 00:00:00;2023-01-14 00:00:00
2023-01-12 00:00:00;SO323159;C0006;VS005;1073;2023-03-16 00:00:00;2023-03-16 00:00:00;2023-01-14 00:00:00;2023-01-14 00:00:00
2023-01-13 00:00:00;SO454181;C0018;CS002;906;2023-03-17 00:00:00;2023-03-11 00:00:00;2023-01-17 00:00:00;2023-01-11 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CS001;719;2023-02-10 00:00:00;2023-02-04 00:00:00;2023-01-21 00:00:00;2023-01-15 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CS002;1066;2023-02-10 00:00:00;2023-02-02 00:00:00;2023-01-21 00:00:00;2023-01-13 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CT002;569;2023-02-10 00:00:00;2023-02-06 00:00:00;2023-01-21 00:00:00;2023-01-17 00:00:00
2023-01-13 00:00:00;SO454181;C0018;CS001;986;2023-03-17 00:00:00;2023-03-15 00:00:00;2023-01-17 00:00:00;2023-01-15 00:00:00
2023-01-13 00:00:00;SO930264;C0025;AL001;771;2023-02-10 00:00:00;2023-02-13 00:00:00;2023-01-21 00:00:00;2023-01-24 00:00:00
2023-01-13 00:00:00;SO930264;C0025;AS002;673;2023-02-10 00:00:00;2023-02-07 00:00:00;2023-01-21 00:00:00;2023-01-18 00:00:00
2023-01-13 00:00:00;SO454181;C0018;AL001;899;2023-03-17 00:00:00;2023-03-12 00:00:00;2023-01-17 00:00:00;2023-01-12 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CT001;523;2023-02-10 00:00:00;2023-02-14 00:00:00;2023-01-21 00:00:00;2023-01-25 00:00:00
2023-01-13 00:00:00;SO454181;C0018;AL002;494;2023-03-17 00:00:00;2023-03-26 00:00:00;2023-01-17 00:00:00;2023-01-26 00:00:00
2023-01-13 00:00:00;SO930264;C0025;AL002;307;2023-02-10 00:00:00;2023-02-12 00:00:00;2023-01-21 00:00:00;2023-01-23 00:00:00
2023-01-13 00:00:00;SO454181;C0018;CT001;470;2023-03-17 00:00:00;2023-03-11 00:00:00;2023-01-17 00:00:00;2023-01-11 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CL002;483;2023-02-10 00:00:00;2023-02-04 00:00:00;2023-01-21 00:00:00;2023-01-15 00:00:00
2023-01-13 00:00:00;SO930264;C0025;AS005;1189;2023-02-10 00:00:00;2023-02-12 00:00:00;2023-01-21 00:00:00;2023-01-23 00:00:00
2023-01-13 00:00:00;SO930264;C0025;VS005;588;2023-02-10 00:00:00;2023-02-17 00:00:00;2023-01-21 00:00:00;2023-01-28 00:00:00
2023-01-13 00:00:00;SO454181;C0018;AS002;1099;2023-03-17 00:00:00;2023-03-16 00:00:00;2023-01-17 00:00:00;2023-01-16 00:00:00
2023-01-13 00:00:00;SO930264;C0025;CT003;446;2023-02-10 00:00:00;2023-02-05 00:00:00;2023-01-21 00:00:00;2023-01-16 00:00:00
2023-01-16 00:00:00;SO416076;C0026;VS004;526;2023-02-20 00:00:00;2023-02-23 00:00:00;2023-01-24 00:00:00;2023-01-27 00:00:00
2023-01-16 00:00:00;SO815839;C0021;CS002;1018;2023-01-30 00:00:00;2023-01-31 00:00:00;2023-01-20 00:00:00;2023-01-21 00:00:00
2023-01-16 00:00:00;SO815839;C0021;CL001;1039;2023-01-30 00:00:00;2023-01-30 00:00:00;2023-01-20 00:00:00;2023-01-20 00:00:00
2023-01-16 00:00:00;SO815839;C0021;AS004;770;2023-01-30 00:00:00;2023-02-05 00:00:00;2023-01-20 00:00:00;2023-01-26 00:00:00
2023-01-16 00:00:00;SO416076;C0026;AS005;1017;2023-02-20 00:00:00;2023-03-02 00:00:00;2023-01-24 00:00:00;2023-02-03 00:00:00
2023-01-16 00:00:00;SO416076;C0026;AL001;1072;2023-02-20 00:00:00;2023-02-20 00:00:00;2023-01-24 00:00:00;2023-01-24 00:00:00
2023-01-16 00:00:00;SO416076;C0026;AL002;880;2023-02-20 00:00:00;2023-02-12 00:00:00;2023-01-24 00:00:00;2023-01-16 00:00:00
2023-01-16 00:00:00;SO416076;C0026;CT001;1091;2023-02-20 00:00:00;2023-02-26 00:00:00;2023-01-24 00:00:00;2023-01-30 00:00:00
2023-01-16 00:00:00;SO416076;C0026;CS003;459;2023-02-20 00:00:00;2023-02-26 00:00:00;2023-01-24 00:00:00;2023-01-30 00:00:00
2023-01-16 00:00:00;SO815839;C0021;AL001;1164;2023-01-30 00:00:00;2023-01-28 00:00:00;2023-01-20 00:00:00;2023-01-18 00:00:00
2023-01-16 00:00:00;SO416076;C0026;VS005;323;2023-02-20 00:00:00;2023-02-22 00:00:00;2023-01-24 00:00:00;2023-01-26 00:00:00
2023-01-16 00:00:00;SO815839;C0021;CT002;550;2023-01-30 00:00:00;2023-01-28 00:00:00;2023-01-20 00:00:00;2023-01-18 00:00:00
2023-01-16 00:00:00;SO815839;C0021;VS005;365;2023-01-30 00:00:00;2023-01-31 00:00:00;2023-01-20 00:00:00;2023-01-21 00:00:00
2023-01-16 00:00:00;SO815839;C0021;CT003;759;2023-01-30 00:00:00;2023-01-24 00:00:00;2023-01-20 00:00:00;2023-01-14 00:00:00
2023-01-17 00:00:00;SO201779;C0007;CT003;963;2023-03-21 00:00:00;2023-03-12 00:00:00;2023-01-20 00:00:00;2023-01-11 00:00:00
